Event_Start,Event_End,Period_Start,Period_End,Country,Store_Region,Store,PS_BU,Team_Name,Team,Subteam_Name,Subteam,Brand,Nat_UPC,Item_Description,Size,UOM,Currency,Unit_Sales,Dollar_Sales,Dollar_Allowance,Percent_Allowance,Total_Dollar_Allowance,Total_Percent_Allowance,Invoice,Total_Allowance,PrimeId,Account,Transaction_Date,Lookback,LookbackApprovalDate,Bill_Type,Event_ID,Lawson_ID,LOC,Deduction_Type,Event_Enterer,Event_Approver,ScanbackId,Owner_Region,Scanback_Description
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,MA,Exton,10660,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081069,"OLIVES KALAMATA GREEK HERB OG",6.7,OZ,USD,1,6.29,0.68,0,0.68,0,,-0.68,,,,,,TPR,894773,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 0.68"
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,FL,Biscayne,10096,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081071,"OLIVES KALAMATA SPICY OG",6.7,OZ,USD,1,6.29,0.68,0,0.68,0,,-0.68,,,,,,TPR,894773,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 0.68"
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,MW,Milwaukee,10197,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081071,"OLIVES KALAMATA SPICY OG",6.7,OZ,USD,1,6.29,0.68,0,0.68,0,,-0.68,,,,,,TPR,894773,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 0.68"
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,MA,Riverdale Park,10463,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081071,"OLIVES KALAMATA SPICY OG",6.7,OZ,USD,1,6.29,0.68,0,0.68,0,,-0.68,,,,,,TPR,894773,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 0.68"
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,MW,Edina,10419,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081071,"OLIVES KALAMATA SPICY OG",6.7,OZ,USD,1,6.29,0.68,0,0.68,0,,-0.68,,,,,,TPR,894773,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 0.68"
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,NE,Port Chester,10483,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081071,"OLIVES KALAMATA SPICY OG",6.7,OZ,USD,1,6.29,0.68,0,0.68,0,,-0.68,,,,,,TPR,894773,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 0.68"
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,MW,West Des Moines,10460,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081071,"OLIVES KALAMATA SPICY OG",6.7,OZ,USD,1,6.29,0.68,0,0.68,0,,-0.68,,,,,,TPR,894773,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 0.68"
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,MW,Lakeview,10643,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081071,"OLIVES KALAMATA SPICY OG",6.7,OZ,USD,1,6.99,0.68,0,0.68,0,,-0.68,,,,,,TPR,894773,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 0.68"
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,NE,Greenwich,10057,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081069,"OLIVES KALAMATA GREEK HERB OG",6.7,OZ,USD,1,7.99,0.68,0,0.68,0,,-0.68,,,,,,TPR,894773,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 0.68"
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,SW,Sugar Land,10258,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081100,"VINEGAR BALSAMIC DARK CHOCOLATE",8,FZ,USD,0,-3.2,1.23,0,0,0,,0,,,,,,TPR,894774,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 1.23"
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,MA,Cherry Hill,10526,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081095,"VINEGAR BALSAMIC CUCUMBER LEMON",8,FZ,USD,1,10.43,1.23,0,1.23,0,,-1.23,,,,,,TPR,894774,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 1.23"
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,NA,Hyannis Capetown Plaza,10801,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081095,"VINEGAR BALSAMIC CUCUMBER LEMON",8,FZ,USD,1,10.43,1.23,0,1.23,0,,-1.23,,,,,,TPR,894774,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 1.23"
