EVENT_START,EVENT_END,PERIOD_START,PERIOD_END,COUNTRY,STOREREGION,STORE,PS_BU,TEAM_NAME,TEAM,SUBTEAM_NAME,SUBTEAM,BRAND,NAT_UPC,ITEM_DESCRIPTION,SIZE,UOM,CURRENCY,UNIT_SALES,DOLLAR_SALES,DOLLARALLOWANCE,PERCENTALLOWANCE,TOTALDOLLARALLOWANCE,TOTALPERCENTALLOWANCE,TOTALALLOWANCE,PRIMEID,BILL_TYPE,EVENT_ID,SCANBACK_DESCRIPTION
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,SP,Malibu,10441,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081020,"VINEGAR CRUSHED BLUEBERRY",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,NE,Milford,10389,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081020,"VINEGAR CRUSHED BLUEBERRY",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,NE,Ridgewood,10106,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081020,"VINEGAR CRUSHED BLUEBERRY",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,SW,Tulsa,10304,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081020,"VINEGAR CRUSHED BLUEBERRY",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,FL,Altamonte Springs,10516,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081020,"VINEGAR CRUSHED BLUEBERRY",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,FL,Davie,10549,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081020,"VINEGAR CRUSHED BLUEBERRY",8,FZ,USD,2.00,23.18,0.64,0.00,1.28,0.00,-1.28,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,FL,Miami,10191,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081020,"VINEGAR CRUSHED BLUEBERRY",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,MW,Willowbrook,10573,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081020,"VINEGAR CRUSHED BLUEBERRY",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,NC,Sacramento,10152,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,FL,Boca Raton,10130,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,2.00,23.18,0.64,0.00,1.28,0.00,-1.28,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,MA,Charlottesville,10205,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,SP,Jamboree,10231,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,2.00,23.98,0.64,0.00,1.28,0.00,-1.28,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,SP,La Jolla,10066,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,NE,Manhasset,10063,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,SP,Montana Avenue,10398,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,SP,Pacific Coast Hwy,10225,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,PN,Redmond,10260,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,PN,Roosevelt Square,10103,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,SP,Venice,10333,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,SO,Avalon,10488,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,MW,East Lansing,10541,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,2.00,23.98,0.64,0.00,1.28,0.00,-1.28,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,MA,South Capitol Hill,10563,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,MW,Orange Village,10664,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,2.00,23.98,0.64,0.00,1.28,0.00,-1.28,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,SP,Malibu,10441,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,SP,Sherman,10671,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,PN,Bellevue,10153,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,NA,Brighton,10015,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,MA,Friendship Heights,10211,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,RM,Colorado Blvd,10331,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,SP,Las Vegas Blvd,10286,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,NA,Medford,10380,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,MW,Northbrook,10244,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,SO,Poplar Avenue,10480,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,FL,Davie,10549,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,RM,Union Station,10626,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,FL,Jacksonville Beach,10648,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,NE,Industry City,10779,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,SO,Chattanooga East,10782,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,MA,Glen Mills,10353,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,NA,Dedham,10319,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,MA,Fair Lakes,10223,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,NA,Glastonbury,10336,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,PN,Hollywood,10243,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,PN,Interbay,10275,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,2.00,23.18,0.64,0.00,1.28,0.00,-1.28,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,NC,Monterey,10087,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,10.69,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,MA,Rockville White Flint,10235,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,PN,Chambers Bay,10588,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,SO,Destin,10621,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,NE,Williamsburg,10487,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,SO,S. Asheville,10783,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,RM,Jackson Wyoming,10792,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,MW,West Lane,10385,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,NC,Harrison,10221,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,SP,Huntington Beach,10399,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,MW,Eighty-Sixth St,10378,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,SP,Laguna Niguel,10437,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,MA,Wexford,10377,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,SO,Winston-Salem,10110,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,NA,Ink Block,10513,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,2.00,23.18,0.64,0.00,1.28,0.00,-1.28,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,RM,Olathe,10538,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,MW,Rocky River,10484,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.99,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,FL,Winter Park North,10580,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,RM,El Paso,10622,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,MA,Walter Reed,10777,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,FL,St Petersburg,10793,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081021,"VINEGAR CRUSHED TANGERINE",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
2024-11-13 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,USA,RM,Academy,10144,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081022,"VINEGAR CRUSHED STRAWBERRY",8,FZ,USD,1.00,11.59,0.64,0.00,0.64,0.00,-0.64,AMZ_PRIME,PA,906312,AFFINITY 2024 GRO NOV B KOSTERINA 0.64
